rank,naics_code,entity_name,matrix_industry_code,matrix_industry_title,mapping_type,mapping_note,occupation_coverage_share_pct,frontline_operator_share_pct,knowledge_work_share_pct,workflow_intensity,documentation,coordination,compliance,care_service,top_occupation_1,top_occupation_2,top_occupation_3
732,333994,Industrial Process Furnace and Oven Manufacturing,3330A1,"Machinery manufacturing (3331,2,4,9)",broad_parent,BLS matrix only publishes a broader parent line for this industry.,74.6,70.5,19.8,70.0,65.1,66.9,71.5,51.4,"Welders, cutters, solderers, and brazers (7.8%)",Machinists (4.1%),Mechanical engineers (3.7%)
733,212311,Dimension Stone Mining and Quarrying,212300,Nonmetallic mineral mining and quarrying,numeric_parent,BLS matrix rolls this industry into a closely related parent line.,92.9,91.6,2.2,81.8,63.0,69.2,75.1,57.1,"Excavating and loading machine and dragline operators, surface mining (15.4%)",Heavy and tractor-trailer truck drivers (10.0%),Operating engineers and other construction equipment operators (9.9%)
734,424950,"Paint, Varnish, and Supplies Merchant Wholesalers",4240A2,"Merchant wholesalers, nondurable goods (4242,6)",broad_parent,BLS matrix only publishes a broader parent line for this industry.,89.5,68.7,13.4,71.0,67.9,69.0,66.4,54.8,"Sales representatives, wholesale and manufacturing, technical and scientific products (11.2%)","Sales representatives, wholesale and manufacturing, except technical and scientific products (9.6%)",General and operations managers (5.2%)
735,335991,Carbon and Graphite Product Manufacturing,335900,Other electrical equipment and component manufacturing,numeric_parent,BLS matrix rolls this industry into a closely related parent line.,63.1,67.5,21.6,69.5,68.1,69.0,72.6,51.8,"Inspectors, testers, sorters, samplers, and weighers (3.9%)",First-line supervisors of production and operating workers (3.8%),"Extruding and drawing machine setters, operators, and tenders, metal and plastic (3.1%)"
736,325413,In‑Vitro Diagnostic Substance Manufacturing,325400,Pharmaceutical and medicine manufacturing,numeric_parent,BLS matrix rolls this industry into a closely related parent line.,87.9,58.2,28.3,65.7,70.6,70.0,73.7,54.3,Packaging and filling machine operators and tenders (9.9%),Chemical equipment operators and tenders (8.8%),"Inspectors, testers, sorters, samplers, and weighers (4.6%)"
737,483111,Deep Sea Freight Transportation,483100,"Deep sea, coastal, and great lakes water transportation",numeric_parent,BLS matrix rolls this industry into a closely related parent line.,84.9,80.1,9.5,77.1,70.7,71.1,71.2,57.0,Customer service representatives (16.0%),Sailors and marine oilers (10.8%),"Captains, mates, and pilots of water vessels (10.7%)"
738,423490,Other Professional Equipment and Supplies Merchant Wholesalers,423400,Professional and commercial equipment and supplies merchant wholesalers,numeric_parent,BLS matrix rolls this industry into a closely related parent line.,85.9,60.8,24.9,65.7,68.3,68.5,66.3,51.9,"Sales representatives, wholesale and manufacturing, technical and scientific products (11.1%)","Sales representatives, wholesale and manufacturing, except technical and scientific products (7.0%)",Software developers (4.5%)
739,325910,Printing Ink Manufacturing,3250A2,"Chemical manufacturing (3255,6)",broad_parent,BLS matrix only publishes a broader parent line for this industry.,91.4,77.5,12.8,75.1,68.5,69.2,72.8,56.1,Chemical equipment operators and tenders (11.5%),Packaging and filling machine operators and tenders (10.2%),"Mixing and blending machine setters, operators, and tenders (7.8%)"
740,332117,Powder Metallurgy Part Manufacturing,332000,Fabricated metal product manufacturing,broad_parent,BLS matrix only publishes a broader parent line for this industry.,85.9,84.5,8.3,76.9,63.7,65.3,71.6,51.4,"Welders, cutters, solderers, and brazers (7.7%)",Machinists (7.0%),First-line supervisors of production and operating workers (4.8%)
741,423460,Ophthalmic Goods Merchant Wholesalers,423400,Professional and commercial equipment and supplies merchant wholesalers,numeric_parent,BLS matrix rolls this industry into a closely related parent line.,85.9,60.8,24.9,65.7,68.3,68.5,66.3,51.9,"Sales representatives, wholesale and manufacturing, technical and scientific products (11.1%)","Sales representatives, wholesale and manufacturing, except technical and scientific products (7.0%)",Software developers (4.5%)
742,331524,Aluminum Foundries (except Die‑Casting),331500,Foundries,numeric_parent,BLS matrix rolls this industry into a closely related parent line.,91.9,87.6,7.3,78.0,63.5,64.6,72.0,50.4,"Molding, coremaking, and casting machine setters, operators, and tenders, metal and plastic (13.0%)","Grinding, lapping, polishing, and buffing machine tool setters, operators, and tenders, metal and plastic (8.3%)",Foundry mold and coremakers (8.2%)
743,322110,Pulp Mills,322100,"Pulp, paper, and paperboard mills",numeric_parent,BLS matrix rolls this industry into a closely related parent line.,90.9,85.1,8.4,78.5,66.3,68.1,73.8,58.2,"Paper goods machine setters, operators, and tenders (26.9%)",Industrial machinery mechanics (8.0%),First-line supervisors of production and operating workers (5.6%)
744,336419,Other Guided Missile and Space Vehicle Parts and Auxiliary Equipment Manufacturing,336400,Aerospace product and parts manufacturing,numeric_parent,BLS matrix rolls this industry into a closely related parent line.,79.1,52.7,37.5,61.5,70.4,69.3,75.0,48.9,"Aircraft structure, surfaces, rigging, and systems assemblers (5.4%)",Aerospace engineers (4.7%),Software developers (4.5%)
745,212323,"Kaolin, Clay, and Ceramic and Refractory Minerals Mining",212300,Nonmetallic mineral mining and quarrying,numeric_parent,BLS matrix rolls this industry into a closely related parent line.,92.9,91.6,2.2,81.8,63.0,69.2,75.1,57.1,"Excavating and loading machine and dragline operators, surface mining (15.4%)",Heavy and tractor-trailer truck drivers (10.0%),Operating engineers and other construction equipment operators (9.9%)
746,333131,Mining Machinery and Equipment Manufacturing,3330A1,"Machinery manufacturing (3331,2,4,9)",broad_parent,BLS matrix only publishes a broader parent line for this industry.,74.6,70.5,19.8,70.0,65.1,66.9,71.5,51.4,"Welders, cutters, solderers, and brazers (7.8%)",Machinists (4.1%),Mechanical engineers (3.7%)
747,424310,"Piece Goods, Notions, and Other Dry Goods Merchant Wholesalers",424300,"Apparel, piece goods, and notions merchant wholesalers",numeric_parent,BLS matrix rolls this industry into a closely related parent line.,90.2,71.6,15.5,71.5,67.2,69.5,65.4,55.2,"Sales representatives, wholesale and manufacturing, except technical and scientific products (11.5%)",Stockers and order fillers (6.7%),"Laborers and freight, stock, and material movers, hand (6.3%)"
748,325320,Pesticide and Other Agricultural Chemical Manufacturing,3250A1,"Chemical manufacturing (3251,2,3,9)",broad_parent,BLS matrix only publishes a broader parent line for this industry.,90.5,71.6,18.7,72.2,69.5,69.4,75.1,54.3,Chemical equipment operators and tenders (18.0%),First-line supervisors of production and operating workers (5.1%),Chemical plant and system operators (3.2%)
749,712120,Historical Sites,712000,"Museums, historical sites, and similar institutions",broad_parent,BLS matrix only publishes a broader parent line for this industry.,81.9,57.1,31.9,63.5,67.5,70.3,66.0,57.7,Animal caretakers (4.7%),Customer service representatives (4.5%),General and operations managers (4.1%)
750,333613,Mechanical Power Transmission Equipment Manufacturing,333600,"Engine, turbine, and power transmission equipment manufacturing",numeric_parent,BLS matrix rolls this industry into a closely related parent line.,83.3,65.8,25.2,67.5,65.5,67.2,73.3,50.2,Machinists (8.6%),Engine and other machine assemblers (7.9%),Industrial engineers (5.6%)
751,313220,Narrow Fabric Mills and Schiffli Machine Embroidery,313000,Textile mills,broad_parent,BLS matrix only publishes a broader parent line for this industry.,91.3,89.2,5.9,78.6,62.2,64.4,71.1,51.7,"Textile winding, twisting, and drawing out machine setters, operators, and tenders (15.1%)","Textile knitting and weaving machine setters, operators, and tenders (10.6%)",Textile bleaching and dyeing machine operators and tenders (5.7%)
752,336991,"Motorcycle, Bicycle and Parts Manufacturing",336900,Other transportation equipment manufacturing,numeric_parent,BLS matrix rolls this industry into a closely related parent line.,61.1,74.5,16.0,71.7,62.9,66.2,70.3,52.5,"Laborers and freight, stock, and material movers, hand (8.5%)","Welders, cutters, solderers, and brazers (7.6%)",First-line supervisors of production and operating workers (3.1%)
753,334519,Other Measuring and Controlling Device Manufacturing,334500,"Navigational, measuring, electromedical, and control instruments manufacturing",numeric_parent,BLS matrix rolls this industry into a closely related parent line.,73.7,37.3,46.9,54.4,71.3,71.0,72.3,49.7,Software developers (8.1%),Industrial engineers (3.9%),"Inspectors, testers, sorters, samplers, and weighers (3.0%)"
754,532310,General Rental Centers,532000,Rental and leasing services,broad_parent,BLS matrix only publishes a broader parent line for this industry.,89.1,86.2,5.4,78.8,67.6,66.6,68.0,58.3,Counter and rental clerks (15.8%),"Laborers and freight, stock, and material movers, hand (6.1%)",General and operations managers (5.1%)
755,488111,Air Traffic Control,488100,Support activities for air transportation,numeric_parent,BLS matrix rolls this industry into a closely related parent line.,83.9,89.7,5.0,81.2,68.3,68.2,74.0,59.8,Aircraft mechanics and service technicians (16.3%),"Laborers and freight, stock, and material movers, hand (8.3%)",Passenger attendants (5.6%)
756,316990,Other Leather and Allied Product Manufacturing,316000,Leather and allied product manufacturing,broad_parent,BLS matrix only publishes a broader parent line for this industry.,79.0,91.1,3.3,79.2,59.7,63.0,68.7,54.2,Shoe and leather workers and repairers (23.1%),Shoe machine operators and tenders (12.9%),Sewing machine operators (7.6%)
757,524130,Reinsurance Carriers,524100,Insurance carriers,numeric_parent,BLS matrix rolls this industry into a closely related parent line.,89.1,41.3,46.1,56.3,76.0,70.2,68.9,53.2,"Claims adjusters, examiners, and investigators (10.0%)",Customer service representatives (9.8%),Insurance claims and policy processing clerks (6.5%)
758,541830,Media Buying Agencies,541800,"Advertising, public relations, and related services",numeric_parent,BLS matrix rolls this industry into a closely related parent line.,84.6,37.1,45.6,53.3,67.3,72.7,62.7,51.1,Advertising sales agents (9.5%),Public relations specialists (8.0%),Market research analysts and marketing specialists (7.4%)
759,315990,Apparel Accessories and Other Apparel Manufacturing,315000,Apparel manufacturing,broad_parent,BLS matrix only publishes a broader parent line for this industry.,86.3,84.5,8.1,75.0,59.1,62.4,64.1,51.5,Sewing machine operators (31.5%),First-line supervisors of production and operating workers (3.3%),General and operations managers (3.1%)
760,332215,"Metal Kitchen Cookware, Utensil, Cutlery, and Flatware (except Precious) Manufacturing",3320A1,"Fabricated metal product manufacturing (3321,2,5,6,9)",broad_parent,BLS matrix only publishes a broader parent line for this industry.,82.3,80.7,11.1,75.2,65.1,65.7,71.6,51.5,"Cutting, punching, and press machine setters, operators, and tenders, metal and plastic (5.8%)","Welders, cutters, solderers, and brazers (5.4%)",First-line supervisors of production and operating workers (4.4%)
761,213114,Support Activities for Metal Mining,213000,Support activities for mining,broad_parent,BLS matrix only publishes a broader parent line for this industry.,91.7,84.5,8.4,78.9,66.0,71.9,74.3,59.4,"Roustabouts, oil and gas (12.7%)","Service unit operators, oil and gas (10.5%)",Heavy and tractor-trailer truck drivers (6.7%)
762,335921,Fiber Optic Cable Manufacturing,335900,Other electrical equipment and component manufacturing,numeric_parent,BLS matrix rolls this industry into a closely related parent line.,63.1,67.5,21.6,69.5,68.1,69.0,72.6,51.8,"Inspectors, testers, sorters, samplers, and weighers (3.9%)",First-line supervisors of production and operating workers (3.8%),"Extruding and drawing machine setters, operators, and tenders, metal and plastic (3.1%)"
763,611513,Apprenticeship Training,61150S,Technical and trade schools; state,numeric_parent,BLS matrix rolls this industry into a closely related parent line.,68.3,23.7,71.0,45.7,70.5,72.9,70.4,64.3,"Career/technical education teachers, postsecondary (22.3%)","Secretaries and administrative assistants, except legal, medical, and executive (3.7%)","Education administrators, postsecondary (3.1%)"
764,339930,"Doll, Toy, and Game Manufacturing",339900,Other miscellaneous manufacturing,numeric_parent,BLS matrix rolls this industry into a closely related parent line.,71.2,73.3,16.2,72.0,66.7,68.0,69.6,53.0,"Sales representatives, wholesale and manufacturing, except technical and scientific products (4.1%)",First-line supervisors of production and operating workers (4.0%),General and operations managers (3.8%)
765,115112,"Soil Preparation, Planting, and Cultivating",115000,Support activities for agriculture and forestry,broad_parent,BLS matrix only publishes a broader parent line for this industry.,80.2,35.4,14.6,59.3,65.7,68.6,70.7,55.6,"Farmworkers and laborers, crop, nursery, and greenhouse (12.3%)","Farmers, ranchers, and other agricultural managers (6.6%)","Graders and sorters, agricultural products (5.4%)"
